  No breakdowns in last 3 months                              ,"3,636.2","2,232.4",971.0,           S,344.3,           S,51.3,"2,266.8","1,622.7",209.8,42.2,341.7,           S,36.3,"1,200.1",706.6,365.5,25.2,82.7,           S,           S,"1,043.3",662.2,287.7,           S,71.9,           S,           S,863.3,524.7,252.0,           S,58.9,.,14.4,685.1,370.5,266.9,           S,36.4,           S,825.6,397.6,304.5,           S,86.4,           S,17.2,857.3,604.3,231.5,           S,12.3,           S,           S,743.8,311.1,371.1,           S,39.8,           S,           S,732.7,525.1,114.8,           S,68.7,           S,14.7,763.3,441.3,93.7,16.7,186.3,           S,16.7,594.3,456.5,75.1,15.7,35.5,           S,           S,458.0,356.6,60.8,           S,22.1,           S,           S,476.4,234.1,203.6,           S,21.9,           S,11.7,574.0,401.9,77.5,9.6,68.9,           S,11.2
  With breakdown(s) in last 3 months                          ,           S,           S,           S,.,           S,.,.,33.6,27.1,           S,.,.,.,           S,23.7,           S,           S,.,.,.,           S,20.4,17.5,           S,.,.,.,.,19.6,           S,           S,           S,.,           S,           S,           S,           S,           S,.,.,.,           S,           S,           S,           S,.,.,.,14.5,           S,           S,.,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,10.9,           S,           S,           S,           S,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,10.2,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.
    No breakdowns lasting 6 hours or more                     ,           S,.,.,.,           S,.,.,           S,           S,           S,.,.,.,           S,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,.,           S,.,           S,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,.,           S,.,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,.,           S,.,.,.,.,           S,           S,.,.,.,.,.
    Number of breakdowns that lasted 6 hours or more:         ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
      1                                                       ,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,           S,.,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.
      2                                                       ,           S,           S,           S,.,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,.,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,.,           S,.,.,.,.,           S,.,           S,.,.,.,.
      3                                                       ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,.,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,.,           S,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,           S,.,.,.,           S,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
      4 or more                                               ,           S,.,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,           S,           S,.,           S,.,.,.,           S,.,.,           S,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.
                                                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
With septic tank or cesspool                                  ,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,11.7,11.7,.,.,.,.,.,           S,           S,           S,.,.,.,14.9,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,43.1,36.2,           S,           S,.,.,.,20.8,19.5,.,.,.,.,           S,           S,           S,.,.,.,.,.,           S,           S,.,           S,.,.,.,14.9,12.2,           S,           S,           S,.,.,           S,           S,.,.,.,.,.,20.8,19.3,.,           S,.,           S,.
  No breakdowns in last 3 months                              ,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,           S,.,.,.,14.9,           S,           S,           S,.,.,.,           S,           S,           S,.,.,.,.,43.1,36.2,           S,           S,.,.,.,19.5,19.5,.,.,.,.,.,           S,           S,.,.,.,.,.,           S,           S,.,           S,.,.,.,14.3,11.6,           S,           S,           S,.,.,           S,           S,.,.,.,.,.,20.8,19.3,.,           S,.,           S,.
  With breakdown(s) in last 3 months                          ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,.,.,.,.,.,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
    No breakdowns lasting 6 hours or more                     ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
    Number of breakdowns that lasted 6 hours or more:         ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            
      1                                                       ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
      2                                                       ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
      3                                                       ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
      4 or more                                               ,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,           S,.,.,.,.,.,           S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1This item reflects categorizations of housing quality defined by HUD. See Subject Definitions for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Figures may not add to total because more than one category may apply to a unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Other causes and equipment breakdowns may not add to the total as both may be reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4Figures do not include multiunit structures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Includes units that share a septic tank or cesspool with 6 or more other units.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Native Hawaiian and Other Pacific Islander.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, American Housing Survey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated on: 09JAN22:21:01:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
